Date,Value,PnL
2015-01-08,-8.441341556409725,7.23248530432943
2015-01-15,-18.679769338265316,14.414542758843368
2015-01-22,-10.80999070766984,10.235040811755368
2015-01-29,-13.934389398719361,10.411235930352007
2015-02-05,-10.577056892444375,10.394407096539908
2015-02-12,-4.327949490239689,3.9297848869457823
2015-02-19,-0.2062391456672774,0.0847652621813495
2015-02-26,-13.858610644073678,13.64659653998558
2015-03-05,-11.78864403512955,5.41701445385786
2015-03-12,-0.7493384507818419,0.6504780565365245
2015-03-19,-6.239834393644969,3.964466892137125
2015-03-26,-6.075238203999277,5.858806466719443
2015-04-02,-11.671165465705883,11.224717576953424
2015-04-09,-7.793728541039513,6.738555002522901
2015-04-16,-7.591567424876246,3.781990956467098
2015-04-23,-6.583210599479685,6.33412446759985
2015-04-30,-11.433048586769985,7.437628493936472
2015-05-07,-15.038890969611657,8.804813373930273
2015-05-14,-10.793198841148524,10.746499489100358
2015-05-21,-7.369560138239763,7.275138894721124
2015-05-28,-11.019284893716076,9.736917818296092
2015-06-04,-13.637001839524714,13.604999115472253
2015-06-11,-10.025564767675917,8.470656071442818
2015-06-18,-8.859424945284104,8.05290085601257
2015-06-25,-12.271396789296887,12.276070362459677
2015-07-02,-8.277376160790254,8.245552304796377
2015-07-09,-14.372824045320272,10.65240689807493
2015-07-16,-3.2825868054266323,3.2283725542099546
2015-07-23,-3.1306492850078484,1.2551777893337928
2015-07-30,-2.9922648705209838,3.0301260479612324
2015-08-06,-19.054759962831895,18.892564310539683
2015-08-13,-7.995762016445724,7.096699796714347
2015-08-20,-0.2900952716780214,-1.8408399993076623
2015-08-27,-0.05759063168214329,0.05543681628568797
2015-09-03,-0.001148577461071206,0.0017302252008457395
2015-09-10,-41.28076003641877,44.26721431109411
2015-09-17,-7.390362060586597,4.128272423062796
2015-09-24,-12.594241504998479,12.60631318868468
2015-10-01,-9.994556968525785,6.396885164077872
2015-10-08,-0.11592886814022574,0.11213279849049318
2015-10-15,-0.7671650816226858,0.602454600312754
2015-10-22,-0.16108500611470333,-0.1566583447221892
2015-10-29,-0.03135234747169413,0.034133236511157516
2015-11-05,-0.012247717174170725,0.012625448638037162
2015-11-12,-5.734926242913758,4.890796848039372
2015-11-19,-7.5963447488999805,6.945585812300379
2015-11-26,-17.971459217968572,17.895804623185427
2015-12-03,-2.1412071057338053,-3.4974589006331724
2015-12-10,-15.254206686040845,10.954803088574494
2015-12-17,-11.12796563101881,8.0195780834934
2015-12-24,-5.421540332561847,5.564880600224541
2015-12-31,-16.180775670283822,15.96371375764727
2016-01-07,-4.653773523191077,4.663635286028509
2016-01-14,-0.2813431230777148,0.1917083191724811
2016-01-21,-1.1299716454607523e-05,-0.00014314026120195545
2016-01-28,-14.989673116474364,-1.271178797933615
2016-02-04,-7.574045060452363,6.230064639566962
2016-02-11,-14.95904330650285,7.032367590973365
2016-02-18,-11.063539532879645,11.068911255082668
2016-02-25,-5.649855969150835,5.9439533926911
2016-03-03,-1.2465824247878103,0.9331817223410681
2016-03-10,-1.3859375618508594,-1.7964019430709852
2016-03-17,-3.916671499918442e-05,-3.253236978755102e-05
2016-03-24,-0.4202198072434946,0.4092457812423618
2016-03-31,-4.563394978377886,2.6774894093189516
2016-04-07,-13.13971850881893,12.207965674531124
2016-04-14,-4.196287204327575,4.353893197471052
2016-04-21,-5.881080579294121,5.870488150550557
2016-04-28,-9.002039051660006,9.498630003348637
2016-05-05,-10.808180933303277,9.886535658524053
2016-05-12,-10.184488976620969,10.695846105706892
2016-05-19,-11.38527627960707,8.646849316931508
2016-05-26,-9.118349649937755,7.105724723578618
2016-06-02,-1.0729120170210429,1.2630816340177944
2016-06-09,-8.741581152299034,8.931895593897366
2016-06-16,-12.523396731625894,13.035816871300995
2016-06-23,-10.548488429136455,-9.43063531247309
2016-06-30,-5.8583257880547706,5.381674287895464
2016-07-07,-5.2820114339929205,-2.9223031124315852
