Date,Value,PnL
2015-01-08,-15.63016831671274,15.63016831671274
2015-01-22,-4.132893952550603,4.828259040039171
2015-01-29,-0.7099745680686738,0.795691424869517
2015-02-05,-0.7890930034039911,0.7793516654433006
2015-02-12,-1.500428315821523,-2.4939900238426844
2015-02-19,-2.0359710145556846,1.9265406084086862
2015-02-26,-2.1868573954412796,-3.1286935178844715
2015-03-12,-5.477183404662469,6.467305422117988
2015-03-19,-5.370607937529826,5.370607937529826
2015-04-02,-2.7455054796156446,2.7455054796156446
2015-04-09,-3.143431082844927,-0.48443693309445734
2015-04-16,-3.0163536898364782,3.5712142868868
2015-04-23,-3.1712434031840075,3.1712434031840075
2015-04-30,-0.5462030322742066,0.6184111745046721
2015-05-07,-0.26177118681562206,0.30907585564818874
2015-05-14,-0.14444274200684504,0.13713664255010372
2015-05-21,-0.7787903570512071,0.8039123983836021
2015-05-28,-0.9887079620796158,1.0467304589151354
2015-06-04,-0.44449738206242273,0.45038892082925486
2015-06-11,-6.778445564351614,-6.581178514820522
2015-06-25,-4.065859469719385,5.923650017228965
2015-07-02,-5.666510132776352,4.621021767025127
2015-07-09,-4.137565716954896,5.26557055090143
2015-07-16,-0.7844231191420477,0.6036940859821698
2015-08-13,-0.9249612030728258,1.0101995429567978
2015-08-20,-0.980201861761202,1.4939325328624022
2015-08-27,-2.5872283626387116,3.7198546054436434
2015-09-03,-6.664644533401088,-26.52608375746786
2015-09-10,-11.096252038028751,5.424584728798891
2015-09-17,-17.00422017285848,17.00422017285848
2015-09-24,-11.68384184948701,-23.63575351496314
2015-10-01,-13.01609139503546,18.0777056680256
2015-10-08,-15.790353666565693,-19.170444018538205
2015-10-15,-0.3096435310646939,0.3156575691537
2015-10-22,-1.3568425341101147,1.5406853255678925
2015-10-29,-1.3179468867438118,1.3257807908451014
2015-11-05,-1.7928930451041651,1.8780355391535295
2015-11-19,-2.029785431390451,-5.601049439243866
2015-11-26,-2.451414834759589,2.451414834759589
2015-12-10,-1.2157932176232862,1.390988052618411
2015-12-17,-1.0794245184822557,1.2160455407897075
2015-12-24,-2.7686358055497067,1.9152390649309154
2015-12-31,-4.16699547346002,4.466584827843008
2016-01-07,-2.7816974424224554,3.2683484831209455
2016-01-14,-11.92825505107487,15.769702277395595
2016-01-21,-9.648752750670383,-7.734194394570068
2016-01-28,-7.744860943834624,10.449828570039472
2016-02-04,-2.7712582696439085,3.00087264311054
2016-02-11,-1.4467580963314504,1.6835145127747637
2016-02-18,-2.743843571853972,3.081797777866086
2016-02-25,-0.7363966016057475,0.6773652222675537
2016-03-03,-0.811238333116421,0.6593195224438659
2016-03-10,-2.885506485038718,3.7305829206868566
