Date,Value,PnL
2015-01-15,-29.596146737134404,24.746925218575257
2015-01-22,-24.314980052876535,23.493745164934353
2015-01-29,-35.807964433124994,31.102490403785964
2015-02-05,-32.28136415117001,33.12181842941618
2015-02-12,-27.49234003300785,26.735156169766128
2015-02-19,-26.1948812098733,24.536766490611853
2015-02-26,-23.67878601196594,23.419298621240955
2015-03-05,-25.98304067643369,18.045536746834898
2015-03-19,-19.333213847936122,15.873798703082798
2015-03-26,-24.844690860144283,24.507129297142228
2015-04-02,-23.567260440827113,23.034280468024235
2015-04-09,-20.371836122721447,18.934544238835997
2015-04-23,-19.418923632773726,19.068622997180796
2015-05-07,-31.392757454587695,24.165151521138682
2015-05-21,-23.417934363355926,22.883043626451013
2015-05-28,-25.08137098093755,23.418089545459452
2015-06-04,-29.579647761999695,29.551288704028593
2015-06-18,-18.912295108613307,17.808843143385616
2015-07-02,-23.343637584832663,23.26629172637331
2015-07-16,-23.155388809004307,28.62177147432601
2015-07-23,-22.851384784832817,18.302394518138215
2015-08-27,-44.08404229690893,47.3475755722053
2015-09-03,-35.69146789738602,31.451527960555268
2015-09-10,-28.10504925668829,27.505048673695683
2015-09-17,-20.05906127338403,14.616430913361313
2015-09-24,-26.142229499544328,26.15226133925978
2015-10-01,-24.058097338260836,19.098780425679763
2015-10-08,-15.777721364139097,15.744960026400065
2015-10-15,-32.169435705058504,7.371776739615825
2015-10-22,-25.57154674339199,20.558064236046448
2015-10-29,-26.51106955376531,26.052400242711656
2015-11-05,-26.552860306651723,25.497373603600522
2015-11-19,-29.344562487551457,28.33128869430402
2015-11-26,-25.516544599517147,28.38270403575052
2015-12-10,-36.25998669366845,30.55669613427841
2015-12-17,-35.606257127756294,30.786397077702475
2015-12-24,-25.725200899371316,28.738138273536833
2015-12-31,-27.4842939037801,27.17869468322806
2016-01-07,-40.74831652203636,40.19586581318288
2016-01-14,-26.922270372020478,21.99494393265138
2016-01-21,-32.460902749598745,20.717184786461814
2016-01-28,-27.731656958360986,8.133471531035752
2016-02-04,-34.5283227271002,31.502215739813096
2016-02-11,-47.19208294831844,36.237171136103996
2016-02-18,-34.72477801113075,29.034796703854113
2016-02-25,-36.06062905078261,39.531673777427386
2016-03-03,-31.51430445466417,37.59742079157843
2016-03-10,-28.93785531941205,15.455149653712425
2016-03-17,-22.546222097293366,19.97733483076678
2016-03-24,-23.981529931466866,22.43404981343241
2016-03-31,-22.01196588038124,18.453773565030303
2016-04-07,-27.589583137209843,27.054654761716165
2016-04-14,-23.083550785405237,22.300256684501278
2016-04-21,-25.733916923281186,17.92300795307233
2016-04-28,-30.065415617243957,34.63577165593409
2016-05-05,-32.86615208909984,24.182473807757447
2016-05-12,-31.37294630921656,9.786310091081987
2016-05-19,-35.220342628444996,23.807934288967346
2016-05-26,-29.97532897388578,17.071375371651584
2016-06-02,-24.440610877266067,28.016095247865906
2016-06-09,-23.17312694420241,23.336896624936685
2016-06-16,-29.804792266214463,30.46675291465226
2016-06-23,-18.40458915999818,-6.079534244299161
2016-06-30,-12.216163724610738,11.53572111238293
2016-07-07,-11.71885356028298,0.013466563615466498
2016-07-14,-8.963160470047796,9.303053512310129
2016-07-21,-12.9901787296713,10.079753015143751
2016-07-28,-16.1944729048177,15.458805176345436
2016-08-04,-21.48961634772718,14.231243705851853
2016-08-11,-24.031387757907396,24.031387757907396
2016-08-18,-23.38511599468734,31.275506098071787
2016-08-25,-30.26905851647905,30.26905851647905
2016-09-01,-29.85505236180984,23.663463585053023
2016-09-08,-25.60574243300971,12.792823814824175
2016-09-15,-31.762181071667897,36.76277023482925
2016-09-22,-22.111868812690318,22.309524910068603
2016-09-29,-29.578822095425267,23.742011606160872
2016-10-06,-28.325521015712866,32.16545464710828
2016-10-13,-36.18381412618419,31.612025603692473
2016-10-20,-22.623657783795124,22.02766582666277
2016-10-27,-34.164693581755046,39.147861478429604
2016-11-03,-48.2164679164797,33.77139265625988
2016-11-10,-33.92934028268951,18.927441066898382
2016-11-17,-32.941955410750666,13.283441203197413
2016-11-24,-29.129898174687014,16.743548792321008
2016-12-01,-24.83328131665877,22.095261766241435
2016-12-08,-17.973082417619196,11.827920751519144
2016-12-15,-19.46527989260693,20.785449942372964
2016-12-22,-18.624903652975036,17.39925659258688
2016-12-29,-23.237281692914507,25.837647319351504
2017-01-05,-21.255287685697056,17.33285222160694
2017-01-12,-21.505944081972586,19.55392149203675
2017-01-19,-33.02886454660472,20.804358153201022
2017-01-26,-23.676066198013928,30.656679575130852
2017-02-02,-30.01452568821003,7.838399252590875
2017-02-09,-28.370552405954015,18.535075693093376
2017-02-16,-27.39194130421879,23.994451930223903
2017-02-23,-19.02949134294846,17.524886294016767
2017-03-02,-20.49415077826194,19.905542380629385
2017-03-09,-18.595556220705475,14.578152233433173
2017-03-16,-15.12869355664833,16.509142232483455
2017-03-23,-20.29983356358997,21.214937751849618
2017-03-30,-26.11526590451976,34.68683749101382
2017-04-06,-38.442874621803696,15.459524616570036
2017-04-13,-41.596310278772194,23.71783068102002
2017-04-20,-39.01953448666319,25.787210765650883
2017-04-27,-33.67416470976511,33.67416470976511
2017-05-04,-34.478186520040026,34.478186520040026
2017-05-11,-34.0280000367093,52.86844703775307
2017-05-18,-43.87995665435818,31.046630829756765
2017-05-25,-39.65848931410707,30.25582587536607
2017-06-01,-42.027176102088475,42.027176102088475
2017-06-08,-38.0742638787505,38.0742638787505
2017-06-15,-43.179012230516804,43.179012230516804
2017-06-22,-40.49784945696405,32.398896656856266
2017-06-29,-43.3440749722877,40.68919979602154
2017-07-06,-45.62812410955837,13.92665457911005
2017-07-13,-46.18367601490206,23.937556081074376
2017-07-20,-46.61748397132443,46.61748397132443
2017-07-27,-42.940008411414865,42.940008411414865
2017-08-03,-40.44748446938446,19.209208784089597
2017-08-10,-48.38083373078018,48.38083373078018
2017-08-17,-47.23314379947607,47.23314379947607
2017-08-24,-43.08279187340142,19.42948696912046
2017-08-31,-40.26876981427009,40.26876981427009
2017-09-07,-36.9111715687786,24.408459553213362
2017-09-14,-31.155844963952823,31.05162500639984
2017-09-21,-29.33266495625376,42.32176169919301
2017-09-28,-35.186259913532595,25.20833931494836
2017-10-05,-34.8855198437508,34.8855198437508
2017-10-12,-33.38774856294886,33.38774856294886
2017-10-19,-37.93602885887972,37.93602885887972
2017-10-26,-40.55806941870239,37.99784032525983
2017-11-02,-47.05433998302696,47.05433998302696
2017-11-09,-53.482543564362174,53.482543564362174
2017-11-16,-57.34775350809264,49.162946329892065
2017-11-23,-58.420273892324985,15.085446281937948
2017-11-30,-58.163693302174636,54.08988737181386
2017-12-07,-55.64843891034478,49.62612642528482
2017-12-14,-45.98682495990891,19.33571291136218
2017-12-21,-46.630392401714516,46.630392401714516
2017-12-28,-44.52047852532942,50.21525694424123
2018-01-04,-53.69982596531462,28.539038675560725
2018-01-11,-51.60263004443518,49.421225827000555
2018-01-18,-50.61715116150573,29.50971327275724
2018-01-25,-48.08868413806477,17.73089156460692
2018-02-01,-48.49634720929797,80.16852916387639
2018-02-08,-78.66323137994351,57.13162047213768
2018-02-15,-58.25475088397877,98.45779383554088
2018-02-22,-62.724556405208375,26.889531014913388
2018-03-01,-72.3526313448566,55.97942449663191
2018-03-08,-65.77993452644343,23.482503590896968
2018-03-15,-69.29200497058258,-7.208598540412879
2018-03-22,-80.15864092872783,80.15864092872783
2018-03-29,-78.47593586435497,71.0981103213766
2018-04-05,-73.48129075469905,105.93206310544724
2018-04-12,-74.6459256781522,64.50882660378824
2018-04-19,-75.48393271128263,127.59796320972518
2018-04-26,-79.28513546819248,56.767272528793896
2018-05-03,-65.66977469107098,38.98075721340729
2018-05-10,-67.23726146877442,67.23726146877442
2018-05-17,-67.95941021364337,67.95941021364337
2018-05-24,-74.81602384391608,74.81602384391608
2018-05-31,-75.90587163102164,52.52055202646112
2018-06-07,-81.90181970009823,81.90181970009823
2018-06-14,-88.13400328627858,66.99822200915696
2018-06-21,-85.01844896097386,66.9331741426296
2018-06-28,-87.50172296438755,79.93701008159893
2018-07-05,-87.57556709138701,39.21494251901116
2018-07-12,-88.8510280051391,88.8510280051391
2018-07-19,-85.04584474364889,71.59055965848835
2018-07-26,-85.45911605666151,85.45911605666151
2018-08-02,-90.54205196734983,79.33986130433505
2018-08-09,-94.92514806393105,94.92514806393105
2018-08-16,-96.63384848436262,92.713153703873
2018-08-23,-101.23717611542179,65.86687049366765
2018-08-30,-100.55445913076113,90.51000082909371
2018-09-06,-103.94292373088103,87.97895637918384
2018-09-13,-102.0991323838338,88.61205234400579
2018-09-20,-104.75833292924673,100.67131837087547
2018-09-27,-104.89202998192485,104.89202998192485
2018-10-04,-108.16388108163122,173.80113674574824
2018-10-11,-120.64505697311654,82.97736445861904
2018-10-18,-108.12811724831508,170.23021446912628
2018-10-25,-107.68306123819704,90.27688842518293
2018-11-01,-110.54642855923669,53.984294112283465
2018-11-08,-113.14757178404899,187.51474781423602
2018-11-15,-111.83707435567221,33.39651170575071
2018-11-22,-105.36546769901551,56.72274584011794
2018-11-29,-106.32096920521373,80.33725806338136
2018-12-06,-107.79280319150526,78.83726913530695
2018-12-13,-105.4827870348231,171.59633601065627
2018-12-20,-108.23322259197334,156.95348887667933
2018-12-27,-103.85466202627347,84.88633858343863
2019-01-03,-91.40673389764999,15.8022651441687
2019-01-10,-86.3152253786165,82.16911813473774
2019-01-17,-88.57577941891978,88.57577941891978
2019-01-24,-81.48693543900764,58.88731396623926
2019-01-31,-87.32600392043574,87.32600392043574
2019-02-07,-96.53830345585092,82.59697006463793
2019-02-14,-94.37023492329138,94.37023492329138
2019-02-21,-98.69338146774618,98.69338146774618
2019-02-28,-110.43700888847269,90.14340446743125
2019-03-07,-70.92844941986043,56.819270669938334
2019-03-14,-94.26010380162414,81.55787980565718
2019-03-21,-112.72554074525009,90.54284656331697
2019-03-28,-116.42967592399728,62.06090266897528
