Date,Value,PnL
2015-01-22,-4.1138088847950485,4.1138088847950485
2015-02-05,-0.6761573338061453,0.6761573338061453
2015-02-12,-1.9724691763240116,-3.9386264039721937
2015-02-19,-0.951946807526042,0.951946807526042
2015-02-26,-3.7851929898724848,-6.3516953698403995
2015-03-05,-2.7412978519113267,2.7412978519113267
2015-03-19,-3.2638870539320806,3.2638870539320806
2015-03-26,-1.7686326019587568,-1.6068503597067547
2015-04-09,-5.322511405546038,-3.696869585190825
2015-04-16,-3.6492291505202274,-6.93472750917806
2015-04-23,-2.145830272286844,2.145830272286844
2015-05-07,-0.3108487581631607,0.3108487581631607
2015-05-14,-0.10108648607933901,0.10108648607933901
2015-05-21,-0.8683699688114075,0.8683699688114075
2015-06-04,-3.1692683797393784,-2.372267598899043
2015-06-11,-7.6014077369472375,-7.339892437461515
2015-06-25,-7.939832805286642,4.384810136052238
2015-07-02,-5.216887790356395,5.216887790356395
2015-07-09,-3.468565564102164,3.4685655641023914
2015-07-16,-0.7885946544736271,0.7885946544736271
2015-07-23,-1.0848017857712193,-2.4734173861696718
2015-08-20,-1.7753819575882517,1.7753819575882517
2015-08-27,-6.044536389312725,6.044536389312725
2015-09-03,-11.813700442506331,-33.12212092634019
2015-09-10,-15.784366159872093,1.3187749067118375
2015-09-17,-16.957923349871635,16.957923349871635
2015-09-24,-15.943382608842569,-27.102771820756004
2015-10-01,-1.909601577440867,1.909601577440867
2015-10-08,-2.3669233606090074,-4.266579905293838
2015-10-15,-1.6911952523176979,1.6911952523176979
2015-10-22,-2.753761903424902,2.753761903424902
2015-11-12,-1.8681592895642325,1.8681592895644599
2015-11-19,-4.095902150495931,-10.314021967817553
2015-11-26,-4.320061924667357,4.320061924667357
2015-12-03,-0.7664926382653903,-6.644244318751589
2015-12-10,-1.0414895028143292,-0.7167750178325605
2015-12-17,-0.03404759950785774,0.03404759950785774
2015-12-24,-2.5157896189647317,2.5095895952657656
2015-12-31,-12.346659238760424,12.346659238760424
2016-01-07,-6.49235251475784,-5.803801458438556
2016-01-14,-9.175756900534111,9.175756900534111
2016-01-21,-5.829966966406005,-2.064301030135198
2016-01-28,-5.8743567648567705,-2.104588347131198
2016-02-04,-1.9464276605509667,1.9464276605509667
2016-02-11,-1.0052587167399452,1.0052587167399452
2016-02-18,-1.14279618774367,1.14279618774367
2016-02-25,-3.944540898564469,3.944540898564469
2016-03-03,-3.2887250675062205,-12.782423769364868
2016-03-10,-2.3867816736864143,2.3867816736864143
2016-03-17,-1.6489274741967392,-6.988934973576875
2016-03-24,-2.2296654302454044,2.229665430245177
2016-03-31,-0.24635515254931306,0.24635515254931306
2016-04-07,-0.414150664093313,0.4141506640935404
2016-04-14,-1.5266354971560077,-2.288253884629171
2016-04-21,-5.811849713616539,-3.4838506705405052
